"","fish_sp","site_code","grp2","class","family_cor","genus_cor","sp_cor","item_kingdom","item_phylum","item_class","item_ord_cor","item_fam_cor","item_gen_cor","item_sp_cor","item_spname","item_cor","item_raw","grp1","grp3"
"5193","Plesiops coeruleolineatus","mari","Crab","Actinopterygii","Plesiopidae","Plesiops","coeruleolineatus","Animalia","Arthropoda","Malacostraca","Decapoda","Xanthidae",NA,NA,NA,"Xanthidae","Xanthid crab frags","Crab","Malacostraca"
"5195","Plesiops coeruleolineatus","mari","Fish","Actinopterygii","Plesiopidae","Plesiops","coeruleolineatus","Animalia","Chordata","Actinopterygii","Gobiiformes","Gobiidae","Eviota",NA,"Eviota sp","Eviota sp","Eviota_sp","Fish","Actinopterygii"
"5196","Plesiops coeruleolineatus","mari","Gastropoda","Actinopterygii","Plesiopidae","Plesiops","coeruleolineatus","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,NA,"Gastropoda","Gastropoda_frags","Gastropoda","Gastropoda"
"5197","Plesiops coeruleolineatus","mari","Inorganic","Actinopterygii","Plesiopidae","Plesiops","coeruleolineatus",NA,NA,NA,NA,NA,NA,NA,NA,"Inorganic","Sand","Inorganic","Inorganic"
"5198","Plesiops coeruleolineatus","mari","Paguroidea","Actinopterygii","Plesiopidae","Plesiops","coeruleolineatus","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Paguroidea","Hermit_crab","Paguroidea","Malacostraca"
"5199","Plesiops coeruleolineatus","mari","Shrimp","Actinopterygii","Plesiopidae","Plesiops","coeruleolineatus","Animalia","Arthropoda","Malacostraca","Decapoda","Alpheidae",NA,NA,NA,"Alpheidae","Alpheids","Shrimp","Malacostraca"
"5201","Plesiops nigricans","mari","Copepoda","Actinopterygii","Plesiopidae","Plesiops","nigricans","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,"Copepoda","Copepods","Copepoda","Hexanauplia"
"5202","Plesiops nigricans","mari","Crab","Actinopterygii","Plesiopidae","Plesiops","nigricans","Animalia","Arthropoda","Malacostraca","Decapoda","Xanthidae",NA,NA,NA,"Xanthidae","Xanthid crab frags","Crab","Malacostraca"
"5203","Plesiops nigricans","mari","Crab","Actinopterygii","Plesiopidae","Plesiops","nigricans","Animalia","Arthropoda","Malacostraca","Decapoda","Portunidae","Portunus","longispinosus","Portunus longispinosus","Portunus longispinosus","Portunus_longispinosus","Crab","Malacostraca"
"5205","Plesiops nigricans","mari","Decapoda","Actinopterygii","Plesiopidae","Plesiops","nigricans","Animalia","Arthropoda","Malacostraca","Decapoda","Galatheidae","Galathea",NA,"Galathea sp","Galathea sp","Galathea_sp","Crab","Malacostraca"
"5206","Plesiops nigricans","mari","Fish","Actinopterygii","Plesiopidae","Plesiops","nigricans","Animalia","Chordata","Actinopterygii","Kurtiformes","Apogonidae","Ostorhinchus","novemfasciatus","Ostorhinchus novemfasciatus","Ostorhinchus novemfasciatus","Apogon_novemfasciatus","Fish","Actinopterygii"
"5207","Plesiops nigricans","mari","Fish","Actinopterygii","Plesiopidae","Plesiops","nigricans","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish","Fish_frags","Fish","Actinopterygii"
"5208","Plesiops nigricans","mari","Fish","Actinopterygii","Plesiopidae","Plesiops","nigricans","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","glauca","Chrysiptera glauca","Chrysiptera glauca","Abudefduf_glaucus","Fish","Actinopterygii"
"5210","Plesiops nigricans","mari","Paguroidea","Actinopterygii","Plesiopidae","Plesiops","nigricans","Animalia","Arthropoda","Malacostraca","Decapoda","Coenobitidae","Coenobita",NA,"Coenobita sp","Coenobita sp","Coenobita_sp","Paguroidea","Malacostraca"
"5211","Polydactylus sexfilis","mari","Crab","Actinopterygii","Polynemidae","Polydactylus","sexfilis","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Crab","Crab_frags","Crab","Malacostraca"
"5212","Polydactylus sexfilis","mari","Foraminifera","Actinopterygii","Polynemidae","Polydactylus","sexfilis","Chromatista","Foraminifera","Globothalamea","Rotaliida","Calcarinidae","Calcarina",NA,"Calcarina sp","Calcarina sp","Calcarina_sp","Foraminifera","Foraminifera"
"5213","Polydactylus sexfilis","mari","Polychaeta","Actinopterygii","Polynemidae","Polydactylus","sexfilis","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,NA,"Polychaeta","Polychaeta","Annelida","Polychaeta"
"5214","Polydactylus sexfilis","mari","Shrimp","Actinopterygii","Polynemidae","Polydactylus","sexfilis","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Shrimp","Shrimp_frags","Shrimp","Malacostraca"
"5215","Pomacanthus arcuatus","vir","Alcyonaria","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Animalia","Cnidaria","Anthozoa","Alcyonacea","Gorgoniidae","Pterogorgia",NA,"Pterogorgia sp","Pterogorgia sp","Pterogorgia_sp","Anthozoa","Anthozoa"
"5216","Pomacanthus arcuatus","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Plantae","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Dictyota",NA,"Dictyota sp","Dictyota sp","Dictyota_sp","Benthic autotroph","Algae"
"5217","Pomacanthus arcuatus","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","sertularioides","Caulerpa sertularioides","Caulerpa sertularioides","Caulerpa_sertularioides","Benthic autotroph","Algae"
"5218","Pomacanthus arcuatus","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Plantae","Rhodophyta","Florideophyceae","Rhodymeniales","Champiaceae","Coelothrix","irregularis","Coelothrix irregularis","Coelothrix irregularis","Coelothrix_irregularis","Benthic autotroph","Algae"
"5219","Pomacanthus arcuatus","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Plantae","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Dictyopteris","delicatula","Dictyopteris delicatula","Dictyopteris delicatula","Dictyopteris_delicatula","Benthic autotroph","Algae"
"5221","Pomacanthus arcuatus","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Plantae","Chlorophyta","Ulvophyceae","Ulvales","Ulvaceae","Ulva","lactuca","Ulva lactuca","Ulva lactuca","Ulva_lactuca","Benthic autotroph","Algae"
"5222","Pomacanthus arcuatus","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","taxifolia","Caulerpa taxifolia","Caulerpa taxifolia","Caulerpa_taxifolia","Benthic autotroph","Algae"
"5223","Pomacanthus arcuatus","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Plantae","Ochrophyta","Phaeophyceae","Ectocarpales","Scytosiphonaceae","Colpomenia","sinuosa","Colpomenia sinuosa","Colpomenia sinuosa","Colpomenia_sinuosa","Benthic autotroph","Algae"
"5224","Pomacanthus arcuatus","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Plantae","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Spatoglossum","schroderi","Spatoglossum schroderi","Spatoglossum schroderi","Spatoglossum_schroderi","Benthic autotroph","Algae"
"5225","Pomacanthus arcuatus","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Plantae","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Dictyota","bartayresii","Dictyota bartayresii","Dictyota bartayresii","Dictyota_bartayresii","Benthic autotroph","Algae"
"5226","Pomacanthus arcuatus","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","racemosa","Caulerpa racemosa","Caulerpa racemosa","Caulerpa_racemosa","Benthic autotroph","Algae"
"5227","Pomacanthus arcuatus","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","cupressoides","Caulerpa cupressoides","Caulerpa cupressoides","Caulerpa_cupressoides","Benthic autotroph","Algae"
"5228","Pomacanthus arcuatus","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","prolifera","Caulerpa prolifera","Caulerpa prolifera","Caulerpa_prolifera","Benthic autotroph","Algae"
"5229","Pomacanthus arcuatus","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Hypneaceae","Hypnea","musciformis","Hypnea musciformis","Hypnea musciformis","Hypnea_musciformis","Benthic autotroph","Algae"
"5230","Pomacanthus arcuatus","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Plantae","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Pocockiella","variegata","Pocockiella variegata","Pocockiella variegata","Pocockiella_variegata","Benthic autotroph","Algae"
"5231","Pomacanthus arcuatus","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Plantae","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Dictyota","divaricata","Dictyota divaricata","Dictyota divaricata","Dictyota_divaricata","Benthic autotroph","Algae"
"5232","Pomacanthus arcuatus","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","mexicana","Caulerpa mexicana","Caulerpa mexicana","Caulerpa_mexicana","Benthic autotroph","Algae"
"5233","Pomacanthus arcuatus","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Penicillus","pyriformis","Penicillus pyriformis","Penicillus pyriformis","Penicillus_pyriformis","Benthic autotroph","Algae"
"5234","Pomacanthus arcuatus","vir","Bryozoa","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Animalia","Bryozoa",NA,NA,NA,NA,NA,NA,"Bryozoa","Bryozoa","Bryozoa","Bryozoa"
"5235","Pomacanthus arcuatus","vir","Eggs","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Animalia",NA,NA,NA,NA,NA,NA,NA,"Eggs","Eggs_unid","Zooplankton","Zooplankton"
"5236","Pomacanthus arcuatus","vir","Hydrozoa","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Animalia","Cnidaria","Hydrozoa",NA,NA,NA,NA,NA,"Hydrozoa","Hydrozoa","Hydrozoa","Hydrozoa"
"5237","Pomacanthus arcuatus","vir","Porifera","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Animalia","Porifera",NA,NA,NA,NA,NA,NA,"Porifera","Sponges","Porifera","Porifera"
"5238","Pomacanthus arcuatus","vir","Seagrass","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Plantae","Tracheophyta","Magnoliopsida","Alismatales","Cymodoceaceae","Ruppia","maritima","Ruppia maritima","Ruppia maritima","Ruppia_maritima","Benthic autotroph","Seagrass"
"5239","Pomacanthus arcuatus","vir","Tunicata","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Animalia","Chordata","Ascidiacea","Enterogona","Didemnidae",NA,NA,NA,"Didemnidae","Didemnid","Tunicata","Tunicata"
"5241","Pomacanthus arcuatus","vir","Zoantharia","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Animalia","Cnidaria","Anthozoa","Zoantharia","Zoanthidae","Zoanthus","sociatus","Zoanthus sociatus","Zoanthus sociatus","Zoanthus_sociatus","Anthozoa","Anthozoa"
"5242","Pomacanthus arcuatus","vir","Zoantharia","Actinopterygii","Chaetodontidae","Pomacanthus","arcuatus","Animalia","Cnidaria","Anthozoa","Zoantharia","Zoanthidae","Zoanthus",NA,"Zoanthus sp","Zoanthus sp","Zoanthus_sp","Anthozoa","Anthozoa"
"5243","Pomacanthus chrysurus","mad","Alcyonaria","Actinopterygii","Pomacanthidae","Pomacanthus","chrysurus","Animalia","Cnidaria","Anthozoa",NA,NA,NA,NA,NA,"Octocorallia","Alcyonaires","Anthozoa","Anthozoa"
"5244","Pomacanthus chrysurus","mad","Algae","Actinopterygii","Pomacanthidae","Pomacanthus","chrysurus","Plantae",NA,NA,NA,NA,NA,NA,NA,"Algae","Algae","Benthic autotroph","Algae"
"5245","Pomacanthus chrysurus","mad","Amphipoda","Actinopterygii","Pomacanthidae","Pomacanthus","chrysurus","Animalia","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,NA,"Amphipoda","Amphipodes","Amphipoda","Malacostraca"
"5246","Pomacanthus chrysurus","mad","Cirripedia","Actinopterygii","Pomacanthidae","Pomacanthus","chrysurus","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,"Cirripedia","Cirripèdes","Cirripedia","Hexanauplia"
"5247","Pomacanthus chrysurus","mad","Crab","Actinopterygii","Pomacanthidae","Pomacanthus","chrysurus","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Brachyura","Brachyura","Crab","Malacostraca"
"5248","Pomacanthus chrysurus","mad","Gastropoda","Actinopterygii","Pomacanthidae","Pomacanthus","chrysurus","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,NA,"Opisthobranchia","Opistobranches","Gastropoda","Gastropoda"
"5249","Pomacanthus chrysurus","mad","Holothuria","Actinopterygii","Pomacanthidae","Pomacanthus","chrysurus","Animalia","Echinodermata","Holothuroidea",NA,NA,NA,NA,NA,"Holothuroidea","Holothurides","Holothuria","Holothuroidea"
"5250","Pomacanthus chrysurus","mad","Hydrozoa","Actinopterygii","Pomacanthidae","Pomacanthus","chrysurus","Animalia","Cnidaria","Hydrozoa",NA,NA,NA,NA,NA,"Hydrozoa","Hydraires","Hydrozoa","Hydrozoa"
"5251","Pomacanthus chrysurus","mad","Mollusca","Actinopterygii","Pomacanthidae","Pomacanthus","chrysurus","Animalia","Mollusca",NA,NA,NA,NA,NA,NA,"Mollusca","Mollusques_eggs","Zooplankton","Zooplankton"
"5252","Pomacanthus chrysurus","mad","Porifera","Actinopterygii","Pomacanthidae","Pomacanthus","chrysurus","Animalia","Porifera",NA,NA,NA,NA,NA,NA,"Porifera","Eponges","Porifera","Porifera"
"5253","Pomacanthus chrysurus","mad","Sipuncula","Actinopterygii","Pomacanthidae","Pomacanthus","chrysurus","Animalia","Sipuncula",NA,NA,NA,NA,NA,NA,"Sipuncula","Sipunculides","Sipuncula","Sipuncula"
"5254","Pomacanthus chrysurus","mad","Spermatophyta","Actinopterygii","Pomacanthidae","Pomacanthus","chrysurus","Plantae","Tracheophyta",NA,NA,NA,NA,NA,NA,"Spermatophyta","Phanerogames","Benthic autotroph","Seagrass"
"5255","Pomacanthus chrysurus","mad","Tunicata","Actinopterygii","Pomacanthidae","Pomacanthus","chrysurus","Animalia","Chordata","Ascidiacea",NA,NA,NA,NA,NA,"Ascidiacea","Ascidies","Tunicata","Tunicata"
"5256","Pomacanthus paru","vir","Alcyonaria","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Animalia","Cnidaria","Anthozoa","Alcyonacea","Gorgoniidae","Gorgonia","flabellum","Gorgonia flabellum","Gorgonia flabellum","Gorgonia_flabellum","Anthozoa","Anthozoa"
"5257","Pomacanthus paru","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Plantae","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Dictyopteris","delicatula","Dictyopteris delicatula","Dictyopteris delicatula","Dictyopteris_delicatula","Benthic autotroph","Algae"
"5258","Pomacanthus paru","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Spyridiaceae","Spyridia","filamentosa","Spyridia filamentosa","Spyridia filamentosa","Spyridia_filamentosa","Benthic autotroph","Algae"
"5259","Pomacanthus paru","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Hypneaceae","Hypnea","musciformis","Hypnea musciformis","Hypnea musciformis","Hypnea_musciformis","Benthic autotroph","Algae"
"5260","Pomacanthus paru","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Laurencia","obtusa","Laurencia obtusa","Laurencia obtusa","Laurencia_obtusa","Benthic autotroph","Algae"
"5261","Pomacanthus paru","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Ceramiaceae","Centroceras","clavulatum","Centroceras clavulatum","Centroceras clavulatum","Centroceras_clavulatum","Benthic autotroph","Algae"
"5262","Pomacanthus paru","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Plantae","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Padina","gymnospora","Padina gymnospora","Padina gymnospora","Padina_gymnospora","Benthic autotroph","Algae"
"5263","Pomacanthus paru","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Plantae","Rhodophyta","Florideophyceae","Halymeniales","Halymeniaceae","Halymenia","florisia","Halymenia florisia","Halymenia florisia","Halymenia_florisia","Benthic autotroph","Algae"
"5264","Pomacanthus paru","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Codiaceae","Codium","isthmocladum","Codium isthmocladum","Codium isthmocladum","Codium_isthmocladum","Benthic autotroph","Algae"
"5265","Pomacanthus paru","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Plantae","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","platycarpum","Sargassum platycarpum","Sargassum platycarpum","Sargassum_platycarpum","Benthic autotroph","Algae"
"5266","Pomacanthus paru","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Plantae","Rhodophyta","Florideophyceae","Halymeniales","Halymeniaceae","Cryptonemia","crenulata","Cryptonemia crenulata","Cryptonemia crenulata","Cryptonemia_crenulata","Benthic autotroph","Algae"
"5267","Pomacanthus paru","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","cupressoides","Caulerpa cupressoides","Caulerpa cupressoides","Caulerpa_cupressoides","Benthic autotroph","Algae"
"5268","Pomacanthus paru","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","taxifolia","Caulerpa taxifolia","Caulerpa taxifolia","Caulerpa_taxifolia","Benthic autotroph","Algae"
"5270","Pomacanthus paru","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Plantae","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Dictyota","bartayresii","Dictyota bartayresii","Dictyota bartayresii","Dictyota_bartayresii","Benthic autotroph","Algae"
"5271","Pomacanthus paru","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","sertularioides","Caulerpa sertularioides","Caulerpa sertularioides","Caulerpa_sertularioides","Benthic autotroph","Algae"
"5272","Pomacanthus paru","vir","Algae","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","racemosa","Caulerpa racemosa","Caulerpa racemosa","Caulerpa_racemosa","Benthic autotroph","Algae"
"5273","Pomacanthus paru","vir","Bryozoa","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Animalia","Bryozoa",NA,NA,NA,NA,NA,NA,"Bryozoa","Bryozoa","Bryozoa","Bryozoa"
"5274","Pomacanthus paru","vir","Eggs","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Animalia",NA,NA,NA,NA,NA,NA,NA,"Eggs","Eggs_unid","Zooplankton","Zooplankton"
"5275","Pomacanthus paru","vir","Hydrozoa","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Animalia","Cnidaria","Hydrozoa",NA,NA,NA,NA,NA,"Hydrozoa","Hydrozoa","Hydrozoa","Hydrozoa"
"5276","Pomacanthus paru","vir","Porifera","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Animalia","Porifera",NA,NA,NA,NA,NA,NA,"Porifera","Sponges","Porifera","Porifera"
"5277","Pomacanthus paru","vir","Seagrass","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Plantae","Tracheophyta","Magnoliopsida","Alismatales","Hydrocharitaceae","Halophila","baillonis","Halophila baillonis","Halophila baillonis","Halophila_baillonis","Benthic autotroph","Seagrass"
"5278","Pomacanthus paru","vir","Seagrass","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Plantae","Tracheophyta","Magnoliopsida","Alismatales","Cymodoceaceae","Cymodocea","manatorum","Cymodocea manatorum","Cymodocea manatorum","Cymodocea_manatorum","Benthic autotroph","Seagrass"
"5279","Pomacanthus paru","vir","Tunicata","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Animalia","Chordata","Ascidiacea","Enterogona","Ascidiidae","Ascidia","nigra","Ascidia nigra","Ascidia nigra","Ascidia_nigra","Tunicata","Tunicata"
"5280","Pomacanthus paru","vir","Tunicata","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Animalia","Chordata","Ascidiacea",NA,NA,NA,NA,NA,"Ascidiacea","Tunicates","Tunicata","Tunicata"
"5281","Pomacanthus paru","vir","Tunicata","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Animalia","Chordata","Ascidiacea","Enterogona","Didemnidae",NA,NA,NA,"Didemnidae","Didemnid","Tunicata","Tunicata"
"5282","Pomacanthus paru","vir","Zoantharia","Actinopterygii","Chaetodontidae","Pomacanthus","paru","Animalia","Cnidaria","Anthozoa","Zoantharia","Zoanthidae","Zoanthus","sociatus","Zoanthus sociatus","Zoanthus sociatus","Zoanthus_sociatus","Anthozoa","Anthozoa"
"5283","Pomacanthus semicirculatus","mad","Algae","Actinopterygii","Pomacanthidae","Pomacanthus","semicirculatus","Plantae",NA,NA,NA,NA,NA,NA,NA,"Algae","Algae","Benthic autotroph","Algae"
"5284","Pomacanthus semicirculatus","mad","Amphipoda","Actinopterygii","Pomacanthidae","Pomacanthus","semicirculatus","Animalia","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,NA,"Amphipoda","Amphipodes","Amphipoda","Malacostraca"
"5285","Pomacanthus semicirculatus","mad","Cirripedia","Actinopterygii","Pomacanthidae","Pomacanthus","semicirculatus","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,"Cirripedia","Cirripèdes","Cirripedia","Hexanauplia"
"5286","Pomacanthus semicirculatus","mad","Crab","Actinopterygii","Pomacanthidae","Pomacanthus","semicirculatus","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Brachyura","Brachyura","Crab","Malacostraca"
"5287","Pomacanthus semicirculatus","mad","Gastropoda","Actinopterygii","Pomacanthidae","Pomacanthus","semicirculatus","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,NA,"Opisthobranchia","Opistobranches","Gastropoda","Gastropoda"
"5288","Pomacanthus semicirculatus","mad","Holothuria","Actinopterygii","Pomacanthidae","Pomacanthus","semicirculatus","Animalia","Echinodermata","Holothuroidea",NA,NA,NA,NA,NA,"Holothuroidea","Holothurides","Holothuria","Holothuroidea"
"5289","Pomacanthus semicirculatus","mad","Hydrozoa","Actinopterygii","Pomacanthidae","Pomacanthus","semicirculatus","Animalia","Cnidaria","Hydrozoa",NA,NA,NA,NA,NA,"Hydrozoa","Hydraires","Hydrozoa","Hydrozoa"
"5290","Pomacanthus semicirculatus","mad","Nematoda","Actinopterygii","Pomacanthidae","Pomacanthus","semicirculatus","Animalia","Nematoda",NA,NA,NA,NA,NA,NA,"Nematoda","Nematodes","Microfauna","Microfauna"
"5291","Pomacanthus semicirculatus","mad","Polychaeta","Actinopterygii","Pomacanthidae","Pomacanthus","semicirculatus","Animalia","Annelida","Polychaeta","Echiura",NA,NA,NA,NA,"Echiuroidae","Echiures","Annelida","Polychaeta"
"5292","Pomacanthus semicirculatus","mad","Polychaeta","Actinopterygii","Pomacanthidae","Pomacanthus","semicirculatus","Animalia","Annelida","Polychaeta","Sabellida","Siboglinidae",NA,NA,NA,"Siboglinidae","Pogonophores","Annelida","Polychaeta"
"5293","Pomacanthus semicirculatus","mad","Porifera","Actinopterygii","Pomacanthidae","Pomacanthus","semicirculatus","Animalia","Porifera",NA,NA,NA,NA,NA,NA,"Porifera","Eponges","Porifera","Porifera"
"5294","Pomacanthus semicirculatus","mad","Tanaidacea","Actinopterygii","Pomacanthidae","Pomacanthus","semicirculatus","Animalia","Arthropoda","Malacostraca","Tanaidacea",NA,NA,NA,NA,"Tanaidacea","Tanaidacés","Tanaidacea","Malacostraca"
"5295","Pomacanthus semicirculatus","mad","Tunicata","Actinopterygii","Pomacanthidae","Pomacanthus","semicirculatus","Animalia","Chordata","Ascidiacea",NA,NA,NA,NA,NA,"Ascidiacea","Ascidies","Tunicata","Tunicata"
"5296","Pomacentrus caeruleus","mad","Algae","Actinopterygii","Pomacentridae","Pomacentrus","caeruleus","Plantae",NA,NA,NA,NA,NA,NA,NA,"Macroalgae","Macroalgae","Benthic autotroph","Algae"
"5297","Pomacentrus caeruleus","mad","Algae","Actinopterygii","Pomacentridae","Pomacentrus","caeruleus","Plantae",NA,NA,NA,NA,NA,NA,NA,"Algae","Filamentous_algae","Benthic autotroph","Algae"
"5298","Pomacentrus caeruleus","mad","Amphipoda","Actinopterygii","Pomacentridae","Pomacentrus","caeruleus","Animalia","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,NA,"Amphipoda","Amphipodes","Amphipoda","Malacostraca"
"5299","Pomacentrus caeruleus","mad","Bivalvia","Actinopterygii","Pomacentridae","Pomacentrus","caeruleus","Animalia","Mollusca","Bivalvia",NA,NA,NA,NA,NA,"Bivalvia","Pelecypodes","Bivalvia","Bivalvia"
"5300","Pomacentrus caeruleus","mad","Copepoda","Actinopterygii","Pomacentridae","Pomacentrus","caeruleus","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,"Copepoda","Copepodes","Copepoda","Hexanauplia"
"5301","Pomacentrus caeruleus","mad","Detritus","Actinopterygii","Pomacentridae","Pomacentrus","caeruleus",NA,NA,NA,NA,NA,NA,NA,NA,"Organic","Debris_unid","Detritus","Detritus"
"5302","Pomacentrus caeruleus","mad","Fish","Actinopterygii","Pomacentridae","Pomacentrus","caeruleus","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish_eggs","Fish_eggs","Zooplankton","Zooplankton"
"5303","Pomacentrus caeruleus","mad","Gastropoda","Actinopterygii","Pomacentridae","Pomacentrus","caeruleus","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,NA,"Opisthobranchia","Opistobranches","Gastropoda","Gastropoda"
"5304","Pomacentrus caeruleus","mad","Hydrozoa","Actinopterygii","Pomacentridae","Pomacentrus","caeruleus","Animalia","Cnidaria","Hydrozoa",NA,NA,NA,NA,NA,"Hydrozoa","Hydraires","Hydrozoa","Hydrozoa"
